url	clicks	impressions	position	impr_delta	note
/blog/use-pomodoro-breaks-effectively	0	1168	15.0	790	explosion impressions, 0 clic, ~20 variantes "what to do during pomodoro break"
/blog/long-pomodoro-sessions-guide	2	917	23.0	711	grosse montee, striking distance
/	14	571	11.4	51	home degradee pos 7.5->11.4, clics -5
/blog/ultradian-rhythms-natural-focus-cycles	0	214	21.4	92	pos degradee 7.5->21.4, cluster monte en 4 langues
/blog/best-pomodoro-apps-2026	0	87	4.3	-101	pos amelioree 7.7->4.3 mais 0 clic = CTR
/blog/group-pomodoro-team-sessions	6	80	10.5	62	top mover clics (+6), piste body doubling
/blog	0	79	7.9	-23
/blog/es/ritmos-ultradianos-ciclos-concentracion	2	76	20.2	76	NEW periode, cluster ultradian ES
/blog/es/sesiones-pomodoro-largas-guia	0	75	8.4	40
/pomodorian-vs-pomofocus	0	75	3.9	-32	pos 3.9, 0 clic = CTR
/blog/pomodoro-for-creative-work	1	54	8.2	16
/blog/es/mejores-apps-pomodoro-2026	1	52	6.3	-105
/blog/remote-worker-guide-staying-focused	0	44	9.3	25
/blog/de/ultradiane-rhythmen-fokus-zyklen	0	39	7.7	39	NEW periode, cluster ultradian DE
/blog/fr/rythmes-ultradiens-cycles-concentration-naturels	0	31	15.9	17
/blog/micro-breaks-boost-focus	0	30	8.9	-405	effondrement, chevauche use-pomodoro-breaks
/blog/es/dejar-procrastinar-tecnica-pomodoro	0	28	8.4	27
/deep-work-timer	0	24	7.0	13
/blog/recover-focus-after-interruption	0	23	16.1	-16
/blog/deep-work-programmers-framework	0	21	5.8	21	NEW periode
/blog/ai-productivity-tools-focus	0	20	5.4	18
/blog/fr/recuperer-concentration-apres-interruption	0	20	7.0	13
/terms	0	19	4.0	-20
/pomodorian-vs-toggl	0	14	19.4	-5
/blog/fr/meilleures-techniques-etude-science	0	14	8.1	14	NEW periode
/blog/ambient-sounds-productivity-science	1	10	10.4	4	pos 30->10
/blog/de/beste-ambient-sounds-konzentrieren	0	9	7.1	8
/blog/distraction-free-home-office	0	9	15.4	-13
/blog/fr/sessions-pomodoro-longues-guide	0	11	6.7	4
/blog/build-daily-focus-habit-30-days	0	7	37.0	7
/blog/context-switching-cost-development	0	7	18.0	-62	chute -62 impr
/blog/de/homeoffice-fokussiert-bleiben	0	7	7.1	5
/blog/es/organizar-dia-trabajo-home-office	0	7	5.1	7
/blog/fr/pauses-productives-que-faire	0	7	5.9	7
/pomodoro-for-remote-workers	0	7	15.7	6
/blog/ai-writing-keep-your-voice	0	6	19.0	-10
/blog/pomodoro-technique-for-developers	0	6	16.3	4
/pomodorian-vs-focus-to-do	0	6	7.2	2
/contact	0	6	2.2	-26
/study-timer-for-exams	1	5	7.4	-2
/privacy	0	5	1.8	-28
/productivity-tracker	0	5	30.2	-3
/blog/pomodoro-2-automated-workflows	1	3	11.7	2
/time-blocking-timer	0	4	28.8	-15
/ai-task-planner	0	4	23.3	-9
/blog/pair-programming-vs-solo-deep-work	0	2	15.0	-146	chute -146 impr
/52-17-technique-timer	0	1	9.0	-4
/pomodoro-for-students	0	1	7.0	0
/blog/fr/deep-work-concentration-profonde	0	2	7.5	2
/blog/stop-procrastinating-timeboxing	0	2	15.5	2
/flowtime-technique-timer	0	2	36.0	2
/focus-music-timer	0	2	25.5	2
/pomodoro-for-entrepreneurs	0	2	25.0	-2
/blog/prepare-exams-without-burnout	0	1	43.0	-1
/blog/avoid-burnout-software-engineer	0	1	4.0	-2
/blog/fr/meilleures-apps-pomodoro-2026	0	1	6.0	0
/blog/developer-productivity-ai-era	0	1	7.0	-5
/blog/consultant-orchestrate-ai-tools	0	1	24.0	-6
/blog/set-boundaries-working-from-home	0	1	22.0	-11
